person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,cb_person_cred_hist_length,loan_percent_income
28,46000,0,2500,6.91,8,0.05
29,46500,5,2500,13.92,9,0.05
27,47544,11,2500,7.88,5,0.05
28,48000,1,2500,8.49,5,0.05
32,50000,3,2500,13.49,7,0.05
29,32000,13,8000,5.99,7,0.25
31,50000,5,2500,17.04,10,0.05
30,32000,4,6625,14.79,10,0.21
32,52000,0,2500,8.88,10,0.05
33,53000,6,2500,9.99,7,0.05
34,54600,2,2500,7.88,8,0.05
28,54924,6,2500,11.14,6,0.05
30,57000,1,2500,,9,0.04
34,32000,12,2275,6.17,6,0.07
31,61200,,2500,6.62,10,0.04
27,56000,1,2500,11.72,5,0.04
31,32000,3,6000,11.86,8,0.19
31,32000,0,2000,13.61,6,0.06
29,68004,2,2500,12.99,9,0.04
27,69000,11,2500,7.14,8,0.04
30,70000,4,2500,10.36,7,0.04
27,72000,11,2500,14.35,6,0.03
29,73000,7,2500,14.35,9,0.03
28,75000,12,2500,11.99,9,0.03
29,76320,8,2500,12.61,10,0.03
28,32000,5,8500,7.51,6,0.27
34,87000,0,2500,7.14,5,0.03
29,32000,2,12000,7.88,6,0.38
31,95000,2,2500,13.72,5,0.03
27,95800,1,2500,11.58,9,0.03
27,84000,0,2500,14.59,9,0.03
32,115000,1,2500,11.89,6,0.02
32,119004,0,2500,,10,0.02
29,120000,5,2500,14.22,6,0.02
27,32000,0,9850,8.94,5,0.31
27,15600,11,2800,10.65,5,0.18
27,32000,2,14000,11.89,7,0.44
32,24000,7,2800,10.99,9,0.12
27,24000,0,2800,10.95,10,0.12
33,25000,6,2800,9.32,7,0.11
27,32000,10,15000,,7,0.47
32,32000,2,4000,10.78,5,0.13
30,30000,6,2800,12.68,7,0.09
27,12000,2,2850,13.61,5,0.24
33,32004,4,6000,10.74,7,0.19
28,115000,0,2850,6.54,9,0.02
27,17000,6,2875,11.71,10,0.17
30,32004,4,5500,8,9,0.17
28,10000,12,3000,,8,0.3
28,13200,0,3000,10.99,6,0.23
35,14400,1,3000,,7,0.21
32,14400,7,3000,13.98,8,0.21
33,14400,2,3000,11.83,5,0.21
31,32400,14,3000,7.49,10,0.09
27,15000,2,3000,13.23,7,0.2
33,15500,1,3000,7.51,5,0.19
29,32400,2,10625,,5,0.33
30,32400,13,6500,,5,0.2
31,16000,1,3000,13.85,6,0.19
29,32400,0,4000,12.98,6,0.12
28,32400,,2500,8.88,8,0.08
35,16800,0,3000,5.42,7,0.18
31,16800,0,3000,14.26,7,0.18
31,32400,4,7500,13.48,5,0.23
28,17573,1,3000,7.37,8,0.17
30,32400,,3000,10.62,9,0.09
29,18000,2,3000,12.69,8,0.17
28,32468,12,6000,7.51,5,0.18
31,32496,2,1800,9.63,10,0.06
31,32500,4,8975,6.62,10,0.28
32,18072,,3000,6.03,7,0.17
28,32500,12,5000,7.14,7,0.15
35,19200,4,3000,16.4,7,0.16
28,19992,12,3000,7.14,9,0.15
30,20000,1,3000,11.49,8,0.15
28,20000,3,3000,,6,0.15
32,32678,10,3075,15.23,6,0.09
31,21000,13,3000,15.28,8,0.14
35,21600,0,3000,14.35,9,0.14
31,32904,15,3000,,5,0.09
34,22668,,3000,,5,0.13
34,23000,4,3000,11.49,6,0.13
29,33000,1,7100,16.77,7,0.22
33,23004,6,3000,13.43,5,0.13
27,23004,6,3000,17.8,10,0.13
32,30000,4,3000,13.49,6,0.1
33,33000,3,4000,12.69,8,0.12
33,33000,6,6000,6.03,5,0.18
27,33000,7,4800,10.65,10,0.15
31,30000,2,3000,10.95,8,0.1
35,30000,2,3000,12.53,5,0.1
28,30500,4,3000,9.63,8,0.1
34,30857,6,3000,13.06,9,0.1
28,31000,2,3000,10,7,0.1
27,31200,2,3000,10.99,6,0.1
29,31200,0,3000,,6,0.1
31,31400,7,3000,,10,0.1
34,31704,2,3000,11.49,8,0.09
30,33000,2,6000,8.49,8,0.18
34,32000,9,3000,14.59,7,0.09
30,33000,3,5600,10.59,9,0.17
30,32796,8,3000,11.49,7,0.09
27,33600,1,3000,13.49,9,0.09
29,33600,2,3000,15.99,8,0.09
33,34320,1,3000,14.11,5,0.09
31,34580,3,3000,11.49,6,0.09
27,35000,0,3000,8.49,10,0.09
27,35000,0,3000,,8,0.09
29,35500,3,3000,11.86,9,0.08
29,30000,3,3000,,6,0.1
32,33000,2,5000,6.17,7,0.15
31,36000,5,3000,9.91,7,0.08
27,33000,6,12000,7.51,7,0.36
29,36000,7,3000,10.99,10,0.08
35,36000,1,3000,5.42,5,0.08
31,30000,0,3000,10.08,10,0.1
27,36000,11,3000,8,9,0.08
28,37090,2,3000,11.12,8,0.08
29,37440,2,3000,5.42,8,0.08
29,31440,0,3000,11.34,6,0.1
31,31800,6,3000,15.62,9,0.09
33,38000,3,3000,15.23,10,0.08
29,33000,5,4200,11.36,9,0.13
27,38000,5,3000,7.49,8,0.08
32,38052,16,3000,11.49,6,0.08
30,38400,,3000,12.99,9,0.08
28,38400,0,3000,9.25,10,0.08
27,38500,1,3000,11.48,10,0.08
28,38688,2,3000,12.73,8,0.08
28,39000,0,3000,7.9,7,0.08
27,33600,,3000,16.89,8,0.09
30,33000,0,3000,11.66,8,0.09
29,33000,2,16000,8.63,7,0.48
28,34000,4,3000,10.65,10,0.09
33,40000,6,3000,5.42,10,0.07
28,34000,3,3000,10.37,10,0.09
30,40000,5,3000,7.14,7,0.07
28,34000,1,3000,15.7,10,0.09
27,40000,3,3000,7.05,8,0.07
31,33225,13,13500,10.59,6,0.41
27,33267,5,3200,12.18,6,0.1
27,43000,11,3000,10.99,7,0.07
28,43200,1,3000,7.49,9,0.07
29,37200,3,3000,19.29,5,0.08
32,33280,6,2400,10.59,10,0.07
30,43500,0,3000,12.42,10,0.07
27,44000,11,3000,18.39,7,0.07
30,33300,2,1600,7.4,5,0.05
28,33400,12,16700,7.66,9,0.5
34,45000,2,3000,11.11,7,0.07
32,45000,3,3000,12.61,7,0.07
30,45000,0,3000,10.62,10,0.07
29,39000,2,3000,16.7,7,0.08
32,39314,16,3000,15.23,7,0.08
33,33600,,2500,14.65,8,0.07
27,33600,,8000,,10,0.24
29,45996,6,3000,9.76,7,0.07
34,33600,4,6000,10.99,6,0.18
30,40750,2,3000,15.28,10,0.07
27,47000,6,3000,10.74,5,0.06
29,47000,0,3000,10.25,7,0.06
33,41277,3,3000,10,8,0.07
33,33600,3,9500,12.99,8,0.28
28,33600,12,3000,5.42,5,0.09
27,33600,5,5400,5.42,6,0.16
29,48000,11,3000,5.42,5,0.06
34,48000,4,3000,11.83,10,0.06
32,48750,5,3000,13.49,7,0.06
28,48876,5,3000,14.59,8,0.06
30,48996,2,3000,10.36,10,0.06
30,33600,5,9000,6.91,6,0.27
27,49000,3,3000,14.96,8,0.06
29,33600,0,6000,11.12,7,0.18
29,50000,6,3000,7.29,6,0.06
31,33600,3,7000,7.14,9,0.21
27,33600,,6400,7.14,10,0.19
28,50000,2,3000,10.37,9,0.06
31,33600,15,6500,7.14,8,0.19
30,33600,12,3000,13.48,9,0.09
35,50000,1,3000,7.88,8,0.06
29,33600,3,12000,11.83,6,0.36
31,33600,1,15250,12.53,6,0.45
32,46000,0,3000,16.29,9,0.07
34,33612,0,9000,7.74,9,0.27
31,48605,0,12000,,10,0.25
28,48715,2,12000,12.87,10,0.25
27,48996,3,12000,12.53,6,0.24
27,33975,,10000,9.25,7,0.29
32,49268,11,12000,5.79,6,0.24
29,44000,4,12000,15.96,7,0.27
33,33996,4,10000,,10,0.29
31,44000,4,12000,17.27,7,0.27
31,50000,9,12000,6.03,6,0.24
33,50000,0,12000,13.49,7,0.24
27,50000,5,12000,10.37,9,0.24
28,50000,5,12000,13.11,10,0.24
32,50000,16,12000,12.53,10,0.24
29,50000,13,12000,8.94,5,0.24
35,50004,2,12000,13.47,7,0.24
29,44400,2,12000,15.99,5,0.27
27,50600,9,12000,9.91,7,0.24
30,50600,1,12000,13.48,6,0.24
29,50700,5,12000,12.42,6,0.24
32,34000,5,4000,7.49,9,0.12
31,34000,15,13000,10.99,8,0.38
27,34000,1,16750,10.59,6,0.49
27,51600,4,12000,6.99,9,0.23
29,52000,2,12000,7.9,7,0.23
30,52000,3,12000,7.91,9,0.23
31,34000,3,13500,7.66,10,0.4
32,52000,3,12000,7.29,6,0.23
28,52000,12,12000,,8,0.23
28,52000,0,12000,13.35,5,0.23
28,34000,5,7000,13.35,8,0.21
27,34000,0,8000,13.35,8,0.24
35,52500,3,12000,10.36,8,0.23
29,34000,0,3000,13.61,9,0.09
30,53000,4,12000,6.03,7,0.23
29,53000,6,12000,,8,0.23
28,53000,0,12000,14.72,8,0.23
28,53000,0,12000,14.22,10,0.23
33,53000,1,12000,12.84,5,0.23
32,47004,7,12000,12.53,5,0.26
31,34000,3,10000,13.85,6,0.29
29,54000,13,12000,14.74,10,0.22
31,54050,8,12000,10.99,9,0.22
35,34000,4,12800,8.94,7,0.38
28,55000,6,12000,14.27,10,0.22
27,34000,7,8000,12.53,10,0.24
33,55000,3,12000,12.99,7,0.22
32,49000,2,12000,11.11,9,0.24
28,55000,4,12000,10.36,7,0.22
29,34000,2,14400,16,7,0.42
31,55000,3,12000,13.23,10,0.22
27,34000,12,10625,13.47,10,0.31
27,55000,4,12000,,6,0.22
32,34000,5,2800,9.32,7,0.08
29,49000,2,12000,15.37,7,0.24
34,55000,3,12000,13.16,8,0.22
29,55500,13,12000,7.88,8,0.22
27,56000,3,12000,,8,0.21
28,34320,5,16000,12.69,7,0.47
32,34320,0,1900,12.84,7,0.06
30,57000,14,12000,5.42,7,0.21
27,57000,2,12000,11.49,9,0.21
27,34400,,7500,,9,0.22
28,51200,12,12000,,7,0.23
35,58000,0,12000,12.99,8,0.21
32,58000,4,12000,11.26,10,0.21
30,58800,0,12000,,10,0.2
29,34500,4,4500,14.42,7,0.13
27,34500,2,5000,9.76,7,0.14
27,34560,8,10625,16.4,7,0.31
35,52000,2,3000,11.48,6,0.06
27,34800,5,3000,9.91,6,0.09
30,53196,14,3000,7.66,5,0.06
35,54084,2,3000,12.61,6,0.06
35,54996,1,3000,12.21,5,0.05
27,49000,3,3000,11.71,8,0.06
33,49000,2,3000,16.49,7,0.06
31,34800,3,2000,15.65,6,0.06
27,55000,11,3000,7.68,7,0.05
28,49000,0,3000,,5,0.06
32,34900,0,12000,10.25,9,0.34
31,56000,15,3000,14.27,5,0.05
33,56312,2,3000,11.71,9,0.05
27,56400,9,3000,11.83,9,0.05
35,35000,5,8000,12.69,6,0.23
33,58800,10,3000,11.49,9,0.05
28,53100,4,3000,,9,0.06
27,60000,9,3000,11.71,6,0.05
29,35000,11,5000,10.65,9,0.14
27,60000,11,3000,13.49,8,0.05
28,60000,2,3000,11.49,5,0.05
28,35000,2,15000,,7,0.43
28,35000,3,10400,11.71,8,0.3
34,54000,5,3000,15.37,6,0.06
29,60500,13,3000,13.61,9,0.05
30,35000,8,10000,10.65,6,0.29
28,35000,5,10000,7.51,7,0.29
33,62000,1,3000,6.99,9,0.05
27,62000,5,3000,9.7,9,0.05
28,62000,2,3000,9.96,9,0.05
29,56400,1,3000,7.9,6,0.05
35,35000,4,8000,9.91,5,0.23
31,63372,7,3000,,7,0.05
29,35000,,8300,7.9,7,0.24
28,35000,6,5000,14.27,10,0.14
31,64800,3,3000,13.98,8,0.05
31,65000,2,3000,5.42,5,0.05
31,67000,2,3000,7.51,10,0.04
32,67000,11,3000,7.14,9,0.04
27,51850,2,3000,14.96,7,0.05
30,68000,1,3000,5.42,9,0.04
32,35000,4,10000,6.03,6,0.29
30,35000,14,2000,5.42,9,0.06
30,70000,0,3000,13.98,9,0.04
27,70000,3,3000,7.68,10,0.04
35,35000,4,5200,15.23,6,0.15
27,35000,11,9000,11.49,5,0.26
33,35000,3,10000,10.99,5,0.29
31,35000,2,10225,9.99,6,0.29
30,72000,2,3000,11.83,5,0.04
28,35000,12,12000,5.99,8,0.34
32,35000,2,6075,13.49,9,0.17
28,75000,7,3000,7.68,7,0.04
33,75500,5,3000,12.42,5,0.04
32,70000,2,3000,11.11,6,0.04
29,76000,2,3000,,5,0.04
28,78000,12,3000,12.42,7,0.04
27,35000,2,14000,7.49,8,0.4
30,78000,14,3000,11.97,6,0.04
30,80000,13,3000,5.79,6,0.04
33,74400,7,3000,11.83,5,0.04
28,35000,2,13250,16.89,7,0.38
35,35000,5,5600,11.49,6,0.16
34,90000,4,3000,13.99,9,0.03
33,93000,1,3000,,7,0.03
27,93600,1,3000,10.36,9,0.03
28,70910,8,3000,17.44,5,0.04
33,35000,4,10000,8.49,5,0.29
28,35000,1,4000,10.99,6,0.11
33,35000,4,6000,,9,0.17
35,104000,0,3000,11.58,6,0.03
32,105000,3,3000,,10,0.03
32,105000,15,3000,,5,0.03
34,106000,3,3000,11.12,7,0.03
33,108000,11,3000,11.36,5,0.03
31,35000,15,8000,5.42,9,0.23
35,35000,,4000,9.63,8,0.11
29,121000,3,3000,10.25,9,0.02
30,125000,2,3000,14.65,10,0.02
28,130000,0,3000,14.22,8,0.02
28,150000,13,3000,10.75,5,0.02
33,35000,2,6000,5.42,6,0.17
28,80000,7,3025,9.99,8,0.04
32,90000,0,3025,,5,0.03
27,15120,6,3050,10.38,5,0.2
29,35000,14,8000,12.68,9,0.23
32,36000,2,3050,6.99,5,0.08
27,35000,6,5000,12.68,5,0.14
29,36000,5,3075,5.42,5,0.09
31,30892,3,3100,10.59,9,0.1
30,31200,0,3100,13.35,10,0.1
35,32000,1,3125,7.14,9,0.1
29,56100,0,3150,15.62,10,0.05
28,35000,0,11850,6.54,6,0.34
34,35000,12,5000,13.35,9,0.14
31,35000,13,2000,,6,0.06
32,12000,2,3200,,7,0.27
31,18240,0,3200,9.63,8,0.18
32,35000,11,4000,13.61,5,0.11
27,33600,4,3200,11.99,9,0.1
35,33600,8,3200,16.49,5,0.1
29,35000,0,3200,7.49,6,0.09
28,35000,12,3200,15.21,6,0.09
30,35000,2,5200,9.88,6,0.15
34,35000,0,3200,11.26,6,0.09
27,35496,2,3200,7.88,6,0.09
30,36000,2,3200,7.88,10,0.09
30,35000,,22750,10.62,10,0.65
27,38000,11,3200,12.42,5,0.08
28,38000,12,3200,9.63,6,0.08
33,35000,15,12000,13.11,7,0.34
28,33000,0,3200,14.42,6,0.1
35,34000,15,3200,9.99,7,0.09
34,40800,2,3200,12.61,8,0.08
35,42000,3,3200,15.62,5,0.08
30,43000,2,3200,11.48,9,0.07
30,43000,1,3200,8,5,0.07
28,47515,5,3200,15.7,7,0.07
27,35000,11,15000,12.53,5,0.43
28,42000,1,3200,16.32,8,0.08
27,50004,12,3200,11.49,7,0.06
34,53500,0,3200,6.76,5,0.06
27,54000,5,3200,12.69,10,0.06
31,35000,0,15000,13.92,8,0.43
27,54000,5,3200,9.88,7,0.06
28,55000,2,3200,12.98,7,0.06
29,56000,0,3200,,7,0.06
29,51500,2,3200,14.96,7,0.06
32,35000,9,12000,9.63,8,0.34
29,57504,2,3200,7.68,9,0.06
33,63996,4,3200,10.74,9,0.05
28,35000,5,9600,13.16,8,0.27
28,29000,6,5600,,5,0.19
28,71000,0,3200,14.61,5,0.05
29,35000,1,3600,8,9,0.1
33,95000,6,3200,7.51,5,0.03
30,110000,2,3200,7.49,8,0.03
27,35000,4,7500,11.34,9,0.21
35,110000,1,3200,11.48,9,0.03
31,10000,2,3250,7.88,10,0.33
27,35000,0,7000,8,7,0.2
27,12240,0,3250,10.36,9,0.27
33,18996,5,3250,16.32,7,0.17
27,20000,4,3250,,5,0.16
30,23000,5,3250,14.11,7,0.14
30,35004,3,9500,11.99,8,0.27
30,26400,14,3250,14.35,9,0.12
31,26400,2,3250,13.48,8,0.12
28,35004,7,4000,11.49,10,0.11
28,35004,3,16000,13.23,9,0.46
33,18000,3,3300,11.97,8,0.18
35,19000,2,3300,13.85,6,0.17
29,37500,7,3300,10.37,8,0.09
30,44760,1,3300,11.71,8,0.07
28,57600,1,3300,,8,0.06
35,75000,1,3300,11.71,9,0.04
27,69000,0,3325,16.32,7,0.05
34,30000,4,3350,10.99,10,0.11
31,47756,3,3350,13.98,5,0.07
27,35088,7,12000,8.94,8,0.34
32,35100,3,10000,15.95,5,0.28
32,32004,1,3400,,5,0.11
34,35100,16,9000,13.47,10,0.26
34,35184,,5000,10.74,7,0.14
32,37500,4,3400,9.88,9,0.09
34,44000,0,3400,13.49,8,0.08
35,48000,0,3400,13.06,9,0.07
28,76000,4,3400,8.49,5,0.04
28,35328,12,13000,,9,0.37
31,35352,15,9000,6.03,9,0.25
33,35360,7,6350,7.51,5,0.18
31,35000,4,3425,13.43,7,0.1
28,35376,,1500,8.49,10,0.04
28,35380,9,2050,15.96,8,0.06
28,17004,4,3500,7.68,8,0.21
35,19200,0,3500,9.32,6,0.18
28,35496,5,5500,11.49,5,0.15
32,20004,16,3500,6.39,5,0.17
28,35500,12,9600,5.42,8,0.27
29,35500,3,4000,7.88,6,0.11
29,35568,5,3975,10.99,7,0.11
35,22608,1,3500,14.22,9,0.15
27,22800,5,3500,13.99,10,0.15
35,24000,3,3500,12.99,6,0.15
31,24000,0,3500,6.17,6,0.15
32,24000,,3500,11.86,10,0.15
28,24000,2,3500,14.72,6,0.15
30,25000,,3500,11.11,5,0.14
28,25000,11,3500,7.14,10,0.14
30,36000,2,13500,9.91,5,0.38
29,27048,5,3500,11.99,7,0.13
32,30000,0,3500,11.71,10,0.12
30,36000,14,7000,10.65,5,0.19
30,36000,3,2400,10.65,10,0.07
29,30000,1,3500,11.86,8,0.12
29,30720,2,3500,5.99,8,0.11
27,31400,1,3500,11.71,8,0.11
31,31500,2,3500,11.49,6,0.11
29,34000,0,3500,12.69,8,0.1
30,30000,5,1100,14.65,10,0.04
30,36000,13,5000,10.65,9,0.14
30,36000,1,15000,6.62,9,0.42
27,35000,1,3500,8.59,6,0.1
30,36000,11,6000,,6,0.17
33,36000,17,6250,12.69,6,0.17
31,36000,2,3500,12.53,10,0.1
31,36000,2,4800,7.51,5,0.13
29,40800,2,3500,11.97,9,0.09
32,42000,5,3500,14.35,7,0.08
35,42756,0,3500,7.74,8,0.08
27,44000,3,3500,12.98,10,0.08
29,46344,0,3500,11.36,5,0.08
28,48000,4,3500,15.21,10,0.07
33,48000,17,3500,11.86,10,0.07
30,30000,3,4400,11.99,5,0.15
29,42000,6,3500,12.67,5,0.08
34,36000,,1200,5.42,8,0.03
27,36000,2,4800,8.49,8,0.13
32,50000,3,3500,,6,0.07
32,36000,7,2600,7.49,8,0.07
33,36000,10,5000,8.49,8,0.14
27,36000,6,4000,11.49,9,0.11
28,53000,6,3500,11.49,6,0.07
35,36000,1,3925,9.99,5,0.11
28,36000,0,2500,15.99,8,0.07
29,36000,2,2500,10.99,7,0.07
28,36000,12,1925,15.23,8,0.05
28,54263,0,3500,11.66,5,0.06
32,49000,13,3500,10.65,6,0.07
29,56000,7,3500,10.37,7,0.06
31,36000,,1000,10.59,9,0.03
28,60000,0,3500,,10,0.06
27,60000,0,3500,9.32,7,0.06
31,36000,8,1600,10.59,7,0.04
29,62400,0,3500,10.99,5,0.06
34,63504,0,3500,10,10,0.06
27,63945,6,3500,7.9,5,0.05
27,65000,9,3500,13.49,9,0.05
32,59000,6,3500,,9,0.06
31,36000,5,6000,6.99,9,0.17
27,65000,9,3500,7.37,9,0.05
32,66504,11,3500,11.99,8,0.05
35,67500,5,3500,10.62,9,0.05
31,68000,2,3500,13.22,5,0.05
27,30000,3,5350,13.06,6,0.18
28,69996,8,3500,6.62,9,0.05
28,70000,3,3500,18.39,8,0.05
33,36000,2,6625,16.4,5,0.18
31,79500,4,3500,13.49,6,0.04
31,80000,4,3500,12.99,7,0.04
30,36000,9,1750,11.11,8,0.05
29,38400,4,3550,11.49,7,0.09
28,14400,0,3600,7.9,6,0.25
29,14500,1,3600,13.61,7,0.25
29,18000,2,3600,15.27,6,0.2
27,36000,,6000,7.29,10,0.17
27,20000,2,3600,9.25,7,0.18
27,36000,6,13500,10,7,0.38
27,21112,0,3600,15.99,10,0.17
32,25000,0,3600,8.94,8,0.14
27,25000,0,3600,13.16,9,0.14
31,28000,1,3600,16.49,7,0.13
27,36000,5,5000,,10,0.14
34,30000,5,3600,6.92,6,0.12
29,30000,13,9000,10.36,10,0.3
32,30000,3,3600,14.11,9,0.12
32,36000,0,1800,12.61,10,0.05
30,36000,8,5000,8.88,5,0.14
30,30000,1,3600,10.28,10,0.12
27,36000,5,5500,10.36,5,0.15
28,36000,,15250,12.98,10,0.42
28,36000,4,4000,6.91,8,0.11
28,31200,3,3600,6.39,7,0.12
27,36000,6,7000,12.98,7,0.19
29,35000,2,3600,8.94,10,0.1
30,35004,3,3600,12.73,6,0.1
27,36000,4,1050,14.72,5,0.03
34,36000,3,3600,13.49,7,0.1
30,36000,2,3000,6.39,10,0.08
29,36000,2,20000,,6,0.56
35,36000,3,5000,11.12,6,0.14
27,36200,2,3600,,10,0.1
28,37000,7,3600,14.11,7,0.1
28,38700,8,3600,11.12,7,0.09
28,39500,4,3600,11.99,9,0.09
35,33996,2,3600,16.32,5,0.11
28,36000,,6000,15.21,7,0.17
27,36000,3,10000,7.88,6,0.28
29,40000,0,3600,12.23,7,0.09
29,36000,4,5300,7.14,6,0.15
29,40000,1,3600,8.59,8,0.09
27,40050,3,3600,14.84,7,0.09
33,42000,4,3600,12.68,5,0.09
30,36000,4,5000,13.85,5,0.14
29,37500,0,11000,8.49,5,0.29
30,38126,1,11000,7.51,8,0.29
29,38400,14,11000,7.49,7,0.29
27,39000,3,11000,,7,0.28
33,36000,3,7800,7.14,10,0.22
30,42000,5,11000,10.36,10,0.26
29,42000,0,11000,10.38,10,0.26
30,42000,2,11000,12.53,9,0.26
27,36000,7,6000,10.25,10,0.17
27,36000,5,14400,10.62,9,0.4
29,44000,8,11000,7.29,6,0.25
35,36000,3,8000,12.53,10,0.22
34,44000,1,11000,13.79,6,0.25
30,36000,4,11500,13.57,8,0.32
33,36000,0,10000,7.74,7,0.28
28,45000,6,11000,11.99,7,0.24
27,39000,0,11000,16.07,9,0.28
31,46992,1,11000,11.14,9,0.23
27,41000,11,11000,15.33,7,0.27
28,41500,3,11000,15.33,5,0.27
32,47900,2,11000,7.51,10,0.23
27,49000,0,11000,,10,0.22
30,36000,7,15000,11.83,5,0.42
33,51000,0,11000,9.63,7,0.22
32,51250,2,11000,7.29,5,0.21
28,45996,0,11000,14.74,7,0.24
27,52000,2,11000,11.34,9,0.21
30,53000,1,11000,6.62,9,0.21
27,36000,3,2500,9.63,7,0.07
34,36000,5,12000,16,10,0.33
28,36000,1,1400,15.37,9,0.04
28,55000,3,11000,7.49,5,0.2
31,55000,6,11000,,9,0.2
29,52000,2,11000,15.62,10,0.21
27,60000,0,11000,10.71,7,0.18
28,36000,4,2400,10.71,7,0.07
30,62304,3,11000,,9,0.18
35,65867,3,11000,9.32,10,0.17
28,68000,4,11000,11.49,5,0.16
29,69000,5,11000,14.61,5,0.16
28,69996,1,11000,13.79,8,0.16
33,64000,14,11000,15.68,5,0.17
28,75000,5,11000,7.51,9,0.15
29,36100,2,14000,14.27,5,0.39
28,65025,4,11000,16.35,8,0.14
35,82863,14,11000,,6,0.13
27,83604,2,11000,9.76,7,0.13
27,36120,2,2000,15.58,5,0.06
35,90000,3,11000,11.99,10,0.12
34,93000,11,11000,12.53,10,0.12
31,94527,7,11000,7.49,9,0.12
35,36153,2,3000,11.86,8,0.08
27,85500,1,11000,15.99,6,0.13
27,104000,8,11000,,8,0.11
30,138000,0,11000,7.49,10,0.08
31,36400,0,8000,14.46,9,0.22
32,24000,3,10800,7.75,8,0.45
29,32000,6,10800,13.57,6,0.34
34,29000,0,10800,9.63,10,0.37
28,33288,2,10800,12.09,6,0.32
33,36500,4,8500,,6,0.23
30,40000,4,10800,13.57,7,0.27
33,36500,17,3200,7.37,6,0.09
29,42000,6,10800,16.29,7,0.26
33,30500,1,10000,9.33,6,0.33
34,48000,4,10800,10.99,7,0.23
29,36538,2,2500,6.62,7,0.07
27,36600,6,5000,5.42,5,0.14
28,50000,0,10800,13.49,5,0.22
29,52000,3,10800,14.27,5,0.21
28,52300,1,10800,7.88,8,0.21
27,48000,3,10800,15.99,8,0.23
35,55596,2,10800,9.91,8,0.19
27,36789,1,5500,13.57,8,0.15
27,69996,3,10800,14.91,10,0.15
31,36900,15,1600,9.62,8,0.04
28,36960,6,15000,13.61,10,0.41
27,82600,4,10800,9.76,8,0.13
28,135000,8,10800,,7,0.08
27,36996,4,8800,11.48,6,0.24
27,24960,3,10750,10.25,10,0.43
31,24996,0,10750,12.53,8,0.43
29,28800,4,10750,7.51,10,0.37
35,37000,1,4650,6.62,8,0.13
33,55000,1,10725,13.16,6,0.2
34,37000,17,5000,7.9,10,0.14
32,31000,16,3000,7.51,7,0.1
27,37000,3,5000,9.91,6,0.14
28,37000,6,18250,7.49,10,0.49
30,26500,14,10625,14.27,9,0.4
27,37000,5,8000,10.99,10,0.22
27,27900,3,10625,7.9,5,0.38
32,37000,3,3000,11.49,7,0.08
28,37000,4,10000,7.49,6,0.27
34,37000,7,4400,10.99,5,0.12
35,31000,2,8875,11.99,7,0.29
27,33000,4,10625,6.62,5,0.32
28,37000,12,1000,10.99,6,0.03
31,34000,15,10625,14.79,6,0.31
29,35000,1,10625,7.9,8,0.3
33,31000,2,13000,10.74,6,0.42
35,39000,5,10625,,9,0.27
29,37000,2,2800,7.66,5,0.08
34,35000,3,10600,15.96,10,0.3
33,65600,4,10600,12.99,7,0.16
33,35000,12,10550,,10,0.3
29,49668,4,10525,7.9,6,0.21
29,37000,5,4800,10.36,7,0.13
33,37000,2,13000,10.36,7,0.35
35,31000,2,5000,14.46,5,0.16
32,37000,11,12000,11.86,9,0.32
30,31000,3,13000,7.88,8,0.42
34,38000,3,10500,13.49,5,0.28
33,38400,6,10500,11.99,8,0.27
28,40000,6,10500,14.27,10,0.26
31,50000,3,10500,6.17,8,0.21
30,44000,0,10500,15.58,10,0.24
33,53796,1,10500,11.14,6,0.2
31,37000,12,22000,12.73,7,0.59
28,60000,10,10500,15.27,6,0.17
34,62100,1,10500,11.26,5,0.17
31,66000,11,10500,12.69,10,0.16
28,75000,0,10500,9.63,10,0.14
27,75600,11,10500,12.69,5,0.14
31,351699,7,10500,15.7,6,0.03
34,55500,2,10450,7.51,10,0.19
29,20688,,10400,8.49,9,0.5
27,30456,0,10400,6.91,6,0.34
29,31400,3,10400,10.71,7,0.33
32,32004,10,10400,15.27,9,0.32
28,39000,2,10400,10.37,10,0.27
30,31000,3,12000,14.42,5,0.39
27,45000,12,10400,14.65,9,0.23
30,37017,3,9000,6.54,7,0.24
27,51600,1,10400,18.25,6,0.2
27,62000,9,10400,13.49,10,0.17
29,31100,9,3000,16.82,5,0.1
28,65000,9,10400,5.42,8,0.16
27,80400,11,10400,11.86,6,0.13
27,35000,5,10375,14.27,5,0.3
29,32400,5,10275,6.62,8,0.32
30,37200,0,6600,13.49,9,0.18
33,37200,3,3000,6.92,5,0.08
29,75000,1,10250,12.23,10,0.14
28,50000,4,10225,,7,0.2
29,30000,,10200,17.99,10,0.34
28,45000,6,3600,16.29,7,0.08
27,45000,6,3600,12.42,8,0.08
28,37290,7,5500,5.42,5,0.15
33,48000,4,3600,11.99,10,0.07
32,48000,15,3600,6.92,5,0.07
35,37400,3,10750,15.95,5,0.29
29,50000,9,3600,15.27,10,0.07
34,50000,0,3600,11.99,7,0.07
33,50000,5,3600,13.8,5,0.07
29,52000,4,3600,11.71,8,0.07
33,53000,4,3600,9.25,5,0.07
29,54996,8,3600,9.63,5,0.07
33,55000,5,3600,6.99,6,0.07
34,37500,14,12000,,7,0.32
31,55000,2,3600,7.51,7,0.07
28,49000,2,3600,13.98,9,0.07
